Product Link,Image URL,Category,Gender,Brand,Description,Ratings,Ratings Count,Price
https://www.myntra.com/shirts/united+colors+of+benetton/united-colors-of-benetton-men-solid-slim-fit-opaque-formal-shirt/29973679/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29973679/2024/6/15/aa8a6bbd-2c39-4339-aa36-507fdd4b14ef1718460319637UnitedColorsofBenettonMenSlimFitOpaqueFormalShirt1.jpg",shirts,M,United Colors of Benetton,Men Solid Opaque Formal Shirt,4.6,68,1499
https://www.myntra.com/shirts/ad+by+arvind/ad-by-arvind-vertical-stripe-formal-shirt/22286840/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22286840/2023/3/10/4f9b22e9-0f25-40a8-bdca-4c7f31cec7671678455834812ADbyArvindVerticalStripeFormalShirt1.jpg",shirts,M,AD By Arvind,Striped Formal Shirt,4.3,443,1151
https://www.myntra.com/shirts/the+bear+house/the-bear-house-men-grey-slim-fit-tartan-checks-checked-casual-shirt/17626900/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17626900/2022/4/4/85b09a02-bb0d-4e7a-9a41-754486955c4e1649071925066-THE-BEAR-HOUSE-Men-Shirts-6781649071924558-1.jpg",shirts,M,THE BEAR HOUSE,Slim Fit Casual Shirt,4.2,2400,748
https://www.myntra.com/shirts/the+indian+garage+co/the-indian-garage-co-men-white--teal-blue-slim-fit-striped-casual-shirt/10673544/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10673544/2019/9/24/6b9c7688-7ca2-4d11-9e5b-a3745ecd8f761569310358973-The-Indian-Garage-Co-Men-Shirts-8481569310357131-1.jpg",shirts,M,The Indian Garage Co,Men Slim Fit Casual Shirt,4.1,55200,699
https://www.myntra.com/shirts/snitch/snitch-men-smart-slim-fit-opaque-casual-shirt/30227445/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30227445/2024/7/16/11dd7eb9-02a4-4a8a-811f-e5b0208aa7ae1721126135125SnitchMenSmartSlimFitOpaqueCasualShirt5.jpg",shirts,M,Snitch,Slim Fit Opaque Casual Shirt,4.1,150,839
https://www.myntra.com/shirts/ketch/ketch-men-slim-fit-tartan-checked-casual-shirt/15997672/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15997672/2022/7/13/9f20c808-bdeb-4074-8f2e-e8d63333c9d91657686397284KETCHMenWhiteBeigeSlimFitOpaqueTartanCheckedCasualShirt1.jpg",shirts,M,KETCH,Slim Fit Casual Shirt,3.8,4800,359
https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-men-light-blue-solid-regular-fit-chambray-casual-shirt/15557590/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15557590/2022/2/18/a88d594a-0184-4042-baad-01c2d7874cec1645166286136-Roadster-Men-Shirts-4091645166285596-1.jpg",shirts,M,Roadster,Chambray Casual Shirt,4.1,5400,629
https://www.myntra.com/shirts/blackberrys/blackberrys-textured-india-slim-fit-pure-cotton-shirt/30499838/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30499838/2024/8/31/7f38f357-32ee-4f40-928d-a83935ce3daa1725087908971-Blackberrys-Men-Shirts-8901725087908519-1.jpg",shirts,M,Blackberrys,India Slim Fit Cotton Shirt,4.3,32,1492
https://www.myntra.com/shirts/highlander/highlander-men-pink--white-slim-fit-checked-casual-shirt/11467514/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11467514/2022/9/26/cec5d2f1-03a7-434d-9cbb-7b0c41a560361664184920735HIGHLANDERMenPinkWhiteSlimFitCheckedCasualShirt1.jpg",shirts,M,HIGHLANDER,Men Slim Fit Casual Shirt,4.2,36400,987
https://www.myntra.com/shirts/campus+sutra/campus-sutra-classic-self-design-spread-collar-casual-shirt/28219632/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28219632/2024/3/12/2f53aaab-40e1-4c5b-8148-6ad150e5f4341710256687634CampusSutraMenClassicOpaqueCheckedCasualShirt2.jpg",shirts,M,Campus Sutra,Spread Collar Casual Shirt,4.4,10900,835
https://www.myntra.com/shirts/banana+club/banana-club-relaxed-slim-fit-floral-printed-casual-shirt/27920250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27920250/2024/2/28/53ea240f-47b6-4791-912c-11dc58f969721709113248455BananaClubMenRelaxedSlimFitFloralOpaqueCasualShirt1.jpg",shirts,M,Banana Club,Slim Fit Printed Casual Shirt,4.1,7,1799
https://www.myntra.com/shirts/highlander/highlander-men-olive-green--black-slim-fit-checked-casual-shirt/11780934/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11780934/2020/4/3/1ed79c22-68b5-491a-b673-e91e4411d8aa1585905063620HIGHLANDERMenOliveGreenBlackSlimFitCheckedCasualShirt1.jpg",shirts,M,HIGHLANDER,Slim Fit Casual Shirt,4.2,36400,584
https://www.myntra.com/shirts/snitch/snitch-blue-classic-slim-fit-checked-cotton-casual-shirt/28275346/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28275346/2024/3/14/45c96bba-21fd-48a0-b673-9de37e1991cd1710422364882SnitchMenClassicSlimFitOpaqueCheckedCasualShirt1.jpg",shirts,M,Snitch,Slim Fit Cotton Casual Shirt,4.2,134,1199
https://www.myntra.com/shirts/ad+by+arvind/ad-by-arvind-dobby-regular-fit-formal-shirt/26704808/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26704808/2023/12/28/841e9784-d814-45ca-99cf-3df5d5a850a61703766317603ADByArvindMenGreenClassicShirt1.jpg",shirts,M,AD By Arvind,Cotton Classic Shirt,4.3,218,1223
https://www.myntra.com/shirts/the+bear+house/the-bear-house-men-maroon--grey-slim-fit-solid-casual-shirt/12853516/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12853516/2023/2/10/ef847313-84e9-4e73-93b7-86512ad0d5701676013978563THEBEARHOUSEMenMaroonGreySlimFitSolidCasualShirt2.jpg",shirts,M,THE BEAR HOUSE,Slim Fit Casual Shirt,4.3,3200,748
https://www.myntra.com/shirts/highlander/highlander-men-slim-fit-shirt/29684214/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29684214/2024/5/21/7007b094-b2f5-4500-b40e-7cf0257a15c81716312198003HIGHLANDERMenSlimFitOpaqueCasualShirt1.jpg",shirts,M,HIGHLANDER,Slim Fit Opaque Casual Shirt,4,6300,367
https://www.myntra.com/shirts/ad+by+arvind/ad-by-arvind-tartan-check-pure-cotton-summer-shirt/28408026/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28408026/2024/3/21/025d096d-9d1a-42b2-95f0-185923e4e3d31711006232303ADByArvindMenSlimFitOpaqueCheckedCasualShirt1.jpg",shirts,M,AD By Arvind,Slim Fit Cotton Casual Shirt,4.3,157,1241
https://www.myntra.com/shirts/the+bear+house/the-bear-house-men-maroon--navy-blue-slim-fit-checked-flannel-casual-shirt/12853670/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12853670/2020/11/12/11812d72-9790-4ccf-99b2-c01f39c9aa511605161329126TBH-UBER-MR1.jpg",shirts,M,THE BEAR HOUSE,Slim Fit Checked Flannel Shirt,4.3,2800,748
https://www.myntra.com/shirts/ketch/ketch-men-blue-slim-fit-tartan-checks-checked-casual-shirt/18192822/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18192822/2022/5/8/99a87dbe-a131-4395-97ca-b8b8c65b3b0a1651951908327KETCHMenBlueSlimFitTartanChecksCheckedCasualShirt1.jpg",shirts,M,KETCH,Slim Fit Casual Shirt,3.8,3000,359
https://www.myntra.com/shirts/andamen/andamen-men-premium-full-sleeve-pocket-play-overshirt/27654262/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27654262/2024/2/17/fbf89a71-48e7-4c44-8be1-87334ac5803e1708143631156AndamenMenPremiumOpaqueCasualShirt1.jpg",shirts,M,Andamen,Premium Pocket Play Overshirt,4.1,44,Rs. 4590
https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-printed-casual-shirt/16519904/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16519904/2021/12/15/7f11b1d1-3722-437f-92ed-f6903f218c8f1639549579595HIGHLANDERMenWhiteSlimFitCasualShirt1.jpg",shirts,M,HIGHLANDER,Slim Fit Casual Shirt,4.2,6500,559
https://www.myntra.com/shirts/ad+by+arvind/ad-by-arvind-regular-fit-dobby-formal-shirt/26386668/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26386668/2023/12/12/1c2f8c17-a185-433f-aa1e-62c2fe1985661702396799468ADByArvindMenGreenClassicShirt1.jpg",shirts,M,AD By Arvind,Classic Casual Shirt,4.4,199,1039
https://www.myntra.com/shirts/snitch/snitch-men-smart-spread-collar-solid-cotton-casual-shirt/31433382/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/OCTOBER/28/usiKrRAj_eebfe2a11ed54d179cfc41986755933c.jpg",shirts,M,Snitch,Men Solid Cotton Casual Shirt,4.4,64,Rs. 1199
https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-standard-opaque-checked-casual-shirt/24749794/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24749794/2023/9/15/c8e3a8dc-ac5b-4d5a-998b-231d4609defb1694772337169-Mast--Harbour-Men-Shirts-4141694772336729-1.jpg",shirts,M,Mast & Harbour,Opaque Casual Shirt,4.2,2500,899
https://www.myntra.com/shirts/snitch/snitch-navy-blue-bengal-stripes-striped-classic-slim-fit--cotton-casual-shirt/24108082/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24108082/2023/7/20/a25f0b74-245d-4346-923f-de5826339a301689797513270SnitchMenNavyBlueClassicSlimFitBengalStripesOpaqueStripedCas1.jpg",shirts,M,Snitch,Classic Slim Fit Cotton Shirt,4.3,2100,799
https://www.myntra.com/shirts/highlander/highlander-slim-fit-casual-shirt/28683996/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28683996/2024/4/4/b0f27704-0508-4dff-8a60-fe476763ece41712237825929HIGHLANDERMenSlimFitOpaqueCasualShirt1.jpg",shirts,M,HIGHLANDER,Slim Fit Casual Shirt,3.8,325,321
https://www.myntra.com/shirts/invictus/invictus-men-easy-care-grey--black--self-design-sustainable-formal-shirt/13828288/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13828288/2021/3/19/7ef08f4f-03e0-4871-8c2a-9206e505fcd21616138653279-INVICTUS-Men-Shirts-8811616138652407-1.jpg",shirts,M,INVICTUS,Easy Care Men Sustainable Formal Shirt,4,5300,659
https://www.myntra.com/shirts/powerlook/powerlook-india-slim-spread-collar-cotton-shirt/29359568/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29359568/2024/5/4/930d9e76-a9f7-448a-b96c-e81ce78ed4c41714821951915PowerlookMenOpaqueCasualShirt1.jpg",shirts,M,Powerlook,India Slim Cotton Shirt,4.2,112,1099
https://www.myntra.com/shirts/here%26now/herenow-tartan-checks-spread-collar-long-sleeves-slim-fit-cotton-casual-shirt/29265888/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29265888/2024/4/30/fe4c28bd-d5fb-467d-9d5e-26e3be3f7b671714470947075Shirts1.jpg",shirts,M,HERE&NOW,Slim Fit Cotton Casual Shirt,4.3,679,699
https://www.myntra.com/shirts/ketch/ketch-slim-fit-tartan-checks-checked-casual-shirt/15767136/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/DECEMBER/18/KYGROLjK_8c4cd541f31e4d718d35e7ce553ca33a.jpg",shirts,M,KETCH,Slim Fit Checked Casual Shirt,3.9,6700,359
https://www.myntra.com/shirts/here%26now/herenow-men-navy-blue--off-white-slim-fit-printed-casual-shirt/20421124/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20421124/2022/10/17/2dd1cc94-8bed-4f0f-8c95-a785a9910a3c1665981279300HERENOWMenMulticolouredSlimFitPrintedCasualShirt1.jpg",shirts,M,HERE&NOW,Printed Slim Fit Casual Shirt,4.3,8200,739
https://www.myntra.com/shirts/highlander/highlander-regular-fit-button-down-collar-full-sleeve-satin-shirt/29604968/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29604968/2024/5/16/0df35af9-4ea6-4cf5-8841-d2f3568ea88e1715881820513HIGHLANDERMenSlimFitOpaqueCasualShirt1.jpg",shirts,M,HIGHLANDER,Slim Fit Casual Shirt,4,6300,367
https://www.myntra.com/shirts/snitch/snitch-straight-khaki-slim-fit-spread-collar-cotton-casual-shirt/29348774/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29348774/2024/5/4/b94b8873-60fc-4364-a357-6a6ab55c40b81714768115204SnitchMenStraightSlimFitOpaqueCasualShirt1.jpg",shirts,M,Snitch,Slim Fit Cotton Casual Shirt,4.1,29,1127
https://www.myntra.com/shirts/highlander/highlander-regular-fit-shirt/29366794/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/NOVEMBER/29/3e3PsNa6_89df6464a0574b9680d6b6f90b822605.jpg",shirts,M,HIGHLANDER,Slim Fit Cotton Casual Shirt,4,6300,367
https://www.myntra.com/shirts/here%26now/herenow-ribbed-cuban-collar-corduroy-oversized-casual-shirt/26428062/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26428062/2023/12/14/279e43a8-361f-4491-9177-a91b24364b551702574025215HERENOWMenBrownCasualShirt6.jpg",shirts,M,HERE&NOW,Ribbed Corduroy Casual Shirt,4.2,9800,839
https://www.myntra.com/shirts/powerlook/powerlook-men-spread-collar-textured-casual-shirt/31179757/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/OCTOBER/1/sm4tBrkk_edeec3d63f77419f85cbea39b04ad9f4.jpg",shirts,M,Powerlook,Men Self Design Casual Shirt,4.3,17,945
https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-solid-casual-shirt/9162675/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9162675/2019/12/3/79b2dbb2-f8bf-4fb4-9d74-122f7f7ad8dd1575363062409-HIGHLANDER-Men-White-Slim-Fit-Solid-Casual-Shirt-86115753630-1.jpg",shirts,M,HIGHLANDER,Men Slim Fit Casual Shirt,4.2,8800,551
https://www.myntra.com/shirts/highlander/highlander-mens-printed-slim-fit-shirt/30851488/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/SEPTEMBER/7/8AlDLTiB_b65e9e89601b46af96603cfbfdaf2fa3.jpg",shirts,M,HIGHLANDER,Men Printed Casual Shirt,4.3,290,755
https://www.myntra.com/shirts/andamen/andamen-oxford-button-down-collar-slim-fit-cotton-casual-shirt/22045500/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22045500/2023/2/20/5b31933e-b730-4fd3-a21f-d4b845b13bc51676860816150AndamenMenLavenderSlimFitCasualShirt1.jpg",shirts,M,Andamen,Slim Fit Cotton Casual Shirt,4.3,121,Rs. 2990
https://www.myntra.com/shirts/powerlook/powerlook-men-buffalo-checks-opaque-checked-casual-shirt/31504720/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/NOVEMBER/5/FgJa0MZ0_49af43d9a0c34532b92fa7da06d1a95d.jpg",shirts,M,Powerlook,,3.9,64,1099
https://www.myntra.com/shirts/lee/lee-slim-fit-striped-opaque-casual-shirt/22779266/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22779266/2024/10/7/5c9dd1d5-a051-45e7-83fc-5912de8e42941728308700841-Lee-Slim-Fit-Striped-Opaque-Casual-Shirt-5641728308700240-1.jpg",shirts,M,Lee,Slim Fit Opaque Casual Shirt,4.4,186,1199
https://www.myntra.com/shirts/here%26now/herenow-oversized-ribbed-corduroy-casual-shirt/25128910/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25128910/2023/9/23/0897996a-a8f7-4f21-b51c-41368c5ab99f1695445565587HERENOWMenBlueOpaqueCasualShirt6.jpg",shirts,M,HERE&NOW,Oversized Corduroy Shirt,4.2,9800,791
https://www.myntra.com/shirts/roadster/roadster-men-white-casual-shirt/10398123/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10398123/2019/12/3/52795871-cf37-46bd-a128-8d3479c767d81575349640658-Roadster-Men-Shirts-3221575349637459-1.jpg",shirts,M,Roadster,Men Casual Shirt,4.2,13900,571
https://www.myntra.com/shirts/banana+club/banana-club-men-classic-slim-fit-opaque-striped-casual-shirt/31267950/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/OCTOBER/9/dKABu2Te_71a059d70c75404e8ee89aca67704cde.jpg",shirts,M,Banana Club,Men Striped Casual Shirt,4,8,1499
https://www.myntra.com/shirts/roadster/roadster-men-navy-blue--grey-checked-casual-shirt/9951777/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9951777/2019/8/19/8e563456-3060-48ab-b4fe-3058e9bb7e771566203738559-Roadster-Men-Navy-Blue--Grey-Regular-Fit-Checked-Casual-Shir-1.jpg",shirts,M,Roadster,Men Casual Shirt,4.1,5500,679
https://www.myntra.com/shirts/the+bear+house/the-bear-house-men-navy-blue-slim-fit-checked-casual-shirt/16219442/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16219442/2021/12/8/ea66bad3-4741-4685-86da-dea9f32ba3501638958471398-THE-BEAR-HOUSE-Men-Navy-Blue-Slim-Fit-Checked-Casual-Shirt-7-1.jpg",shirts,M,THE BEAR HOUSE,Slim Fit Checked Casual Shirt,4.4,654,748
https://www.myntra.com/shirts/arrow/arrow-manhattan-slim-fit-checked-pure-cotton-formal-shirt/29976026/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29976026/2024/9/16/f53a2aa3-368b-425a-991b-4974cfd439621726475803749-Arrow-Manhattan-Slim-Fit-Checked-Pure-Cotton-Formal-Shirt-12-1.jpg",shirts,M,Arrow,Pure Cotton Formal Shirt,3.8,18,1574
https://www.myntra.com/shirts/h%26m/hm-women-white-formal-shirt/13908196/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/18/f1fb3acf-d9cd-4e73-9204-586751ccdf621616087438829-1.jpg",shirts,F,H&M,Women Formal Shirt,4.3,3500,Rs. 999
https://www.myntra.com/shirts/pinacolada/pinacolada-spread-collar-long-sleeves-striped-cotton-oversized-casual-shirt/29754132/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29754132/2024/5/25/3e528943-2aaa-42d0-84b6-e577d7a1055d1716621904843PINACOLADAWomenOpaqueCasualShirt1.jpg",shirts,F,PINACOLADA,Oversized Casual Shirt,4.1,3000,644
https://www.myntra.com/shirts/the+souled+store/the-souled-store-women-lavender-relaxed-cotton-linen-casual-shirt/23132032/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23132032/2023/9/5/add0dfe5-e5e4-4551-80ba-dcf8fa9ada0a1693895554070-The-Souled-Store-Women-Lavender-Relaxed-Cotton-Linen-Casual--1.jpg",shirts,F,The Souled Store,Cotton Linen Casual Shirt,4.2,1500,1500
https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-women-cuban-collar-vertical-striped-cotton-boxy-casual-shirt/31012271/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2024/SEPTEMBER/17/4j0E1s3p_55f7c70b17db41bd9884527778e6cd33.jpg",shirts,F,Roadster,Women Striped Casual Shirt,4.3,547,699
https://www.myntra.com/shirts/pinacolada/pinacolada-women-relaxed-spread-collar-solid-striped-cotton-boxy-casual-shirt/30303875/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30303875/2024/7/22/8155b56f-f73f-4531-b32c-6f6b6953cc2f1721669997041PINACOLADAWomenRelaxedBoxyOpaquePrintedCasualShirt1.jpg",shirts,F,PINACOLADA,Women Boxy Striped Shirt,4.1,3000,644
https://www.myntra.com/shirts/the+souled+store/the-souled-store-blue-typography-printed-oversized-casual-shirt/28383476/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28383476/2024/3/20/45afc533-973d-4141-8d2d-e31588c87df31710904730254TheSouledStoreWomenOpaquePrintedCasualShirt1.jpg",shirts,F,The Souled Store,Printed Oversized Casual Shirt,4.3,65,1399
https://www.myntra.com/shirts/dl+woman/dl-woman-oversized-crepe-casual-shirt/26171698/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26171698/2024/12/14/fbac298b-6735-4e6c-a89c-0834fc352ca31734151914877-DL-Woman-Oversized-Crepe-Casual-Shirt-9911734151914449-1.jpg",shirts,F,DL Woman,Oversized Casual Shirt,4.2,3400,999
https://www.myntra.com/shirts/high+star/high-star-long-sleeves-solid-oversized-casual-shirt/24393406/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24393406/2023/8/8/123f2cb6-69c8-4a21-95e6-7391d678eed11691438766846HighStarWomenWhiteClassicOpaqueCasualShirt1.jpg",shirts,F,High Star,Pure Cotton Casual Shirt,4.3,7900,873
https://www.myntra.com/shirts/the+souled+store/the-souled-store-yellow-relaxed-colourblocked-spread-collar-regular-fit-cotton-shirt/24124722/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24124722/2023/7/22/81a93be6-d87b-446b-bd73-4071673809561690003528668TheSouledStoreWomenMulticolouredRelaxedOpaqueCasualShirt1.jpg",shirts,F,The Souled Store,Colourblocked Cotton Shirt,4.5,73,1499
